,pressure,mean,std,variance
0,55.143204282354574,,,
1,55.08810597976964,,,
2,55.03300767718469,,,
3,54.977909374599754,,,
4,54.92281107201482,,,
5,54.86771276942988,,,
6,54.812614466844934,,,
7,54.75751616426,,,
8,54.70241786167506,,,
9,54.64731955909012,,,
10,54.59222125650518,,,
11,54.53712295392024,,,
12,54.4820246513353,,,
13,54.426926348750364,,,
14,54.37182804616542,,,
15,54.31672974358048,,,
16,54.261631440995544,,,
17,54.206533138410606,,,
18,54.15143483582566,,,
19,54.096336533240724,,,
20,54.041238230655786,,,
21,53.98613992807084,,,
22,53.9310416254859,,,
23,53.875943322900966,,,
24,53.82084502031603,,,
25,53.76574671773108,,,
26,53.710648415146146,,,
27,53.65555011256121,,,
28,53.60045180997627,,,
29,53.545353507391326,,,
30,53.49025520480639,,,
31,53.43515690222145,,,
32,53.38005859963651,,,
33,53.32496029705157,,,
34,53.26986199446663,,,
35,53.21476369188169,,,
36,53.15966538929675,,,
37,53.10456708671181,,,
38,53.04946878412687,,,
39,52.994370481541935,,,
40,52.93927217895699,,,
41,52.88417387637205,,,
42,52.829075573787115,,,
43,52.77397727120218,,,
44,52.71887896861723,,,
45,52.663780666032295,,,
46,52.60868236344736,,,
47,52.55358406086242,,,
48,52.498485758277475,,,
49,52.44338745569254,,,
50,52.3882891531076,,,
51,52.33319085052266,,,
52,52.27809254793772,,,
53,52.22299424535278,,,
54,52.16789594276784,,,
55,52.112797640182905,,,
56,52.05769933759796,,,
57,52.00260103501302,,,
58,51.947502732428084,,,
59,51.89240442984314,,,
60,51.8373061272582,,,
61,51.782207824673264,,,
62,51.72710952208833,,,
63,51.67201121950338,,,
64,51.616912916918444,,,
65,51.56181461433351,,,
66,51.50671631174857,,,
67,51.451618009163624,,,
68,51.39651970657869,,,
69,51.34142140399375,,,
70,51.28632310140881,,,
71,51.23122479882387,,,
72,51.17612649623893,,,
73,51.12102819365399,,,
74,51.06592989106905,,,
75,51.01083158848411,,,
76,50.95573328589917,,,
77,50.900634983314234,,,
78,50.84553668072929,,,
79,50.79043837814435,,,
80,50.735340075559414,,,
81,50.680241772974476,,,
82,50.62514347038953,,,
83,50.570045167804594,,,
84,50.514946865219656,,,
85,50.45984856263472,,,
86,50.404750260049774,,,
87,50.349651957464836,,,
88,50.2945536548799,,,
89,50.239455352294954,,,
90,50.184357049710016,,,
91,50.12925874712508,,,
92,50.07416044454014,,,
93,50.0190621419552,,,
94,49.96396383937026,,,
95,49.90886553678532,,,
96,49.85376723420038,,,
97,49.79866893161544,,,
98,49.7435706290305,,,
99,49.68847232644556,,,
100,49.633374023860625,,,
101,49.57827572127568,,,
102,49.52317741869074,,,
103,49.468079116105805,,,
104,49.41298081352087,,,
105,49.35788251093592,,,
106,49.302784208350985,,,
107,49.24768590576605,,,
108,49.19258760318111,,,
109,49.137489300596165,,,
110,49.08239099801123,,,
111,49.02729269542629,,,
112,48.972194392841345,,,
113,48.91709609025641,,,
114,48.86199778767147,,,
115,48.80689948508653,,,
116,48.75180118250159,,,
117,48.69670287991665,,,
118,48.64160457733171,,,
119,48.586506274746775,,,
120,48.53140797216183,,,
121,48.47630966957689,,,
122,48.421211366991955,,,
123,48.36611306440702,,,
124,48.31101476182207,,,
125,48.255916459237135,,,
126,48.2008181566522,,,
127,48.14571985406725,,,
128,48.090621551482315,,,
129,48.03552324889738,,,
130,47.98042494631244,,,
131,47.9253266437275,,,
132,47.87022834114256,,,
133,47.81513003855762,,,
134,47.76003173597268,,,
135,47.70493343338774,,,
136,47.6498351308028,,,
137,47.59473682821786,,,
138,47.539638525632924,,,
139,47.48454022304798,,,
140,47.42944192046304,,,
141,47.374343617878104,,,
142,47.31924531529316,,,
143,47.26414701270822,,,
144,47.209048710123284,,,
145,47.153950407538346,,,
146,47.09885210495341,,,
147,47.043753802368464,,,
148,46.988655499783526,,,
149,46.93355719719859,,,
150,46.878458894613644,,,
151,46.823360592028706,,,
152,46.76826228944377,,,
153,46.71316398685883,,,
154,46.65806568427389,,,
155,46.60296738168895,,,
156,46.54786907910401,,,
157,46.492770776519066,,,
158,46.43767247393413,,,
159,46.38257417134919,,,
160,46.32747586876425,,,
161,46.272377566179316,,,
162,46.21727926359437,,,
163,46.16218096100943,,,
164,46.107082658424495,,,
165,46.05198435583955,,,
166,45.99688605325461,,,
167,45.941787750669675,,,
168,45.88668944808474,,,
169,45.8315911454998,,,
170,45.776492842914855,,,
171,45.72139454032992,,,
172,45.66629623774498,,,
173,45.611197935160035,,,
174,45.5560996325751,,,
175,45.50100132999016,,,
176,45.44590302740522,,,
177,45.39080472482028,,,
178,45.33570642223534,,,
179,45.2806081196504,,,
180,45.22550981706546,,,
181,45.17041151448052,,,
182,45.11531321189558,,,
183,45.060214909310645,,,
184,45.00511660672571,,,
185,44.95001830414076,,,
186,44.894920001555825,,,
187,44.83982169897089,,,
188,44.78472339638594,,,
189,44.729625093801005,,,
190,44.67452679121607,,,
191,44.61942848863113,,,
192,44.56433018604619,,,
193,44.50923188346125,,,
194,44.45413358087631,,,
195,44.399035278291365,,,
196,44.34393697570643,,,
197,44.28883867312149,,,
198,44.23374037053655,,,
199,44.178642067951614,,,
200,44.12354376536667,,,
201,44.06844546278173,,,
202,44.013347160196794,,,
203,43.95824885761185,,,
204,43.90315055502691,,,
205,43.848052252441974,,,
206,43.792953949857036,,,
207,43.7378556472721,,,
208,43.682757344687154,,,
209,43.627659042102216,,,
210,43.57256073951728,,,
211,43.517462436932334,,,
212,43.462364134347396,,,
213,43.40726583176246,,,
214,43.35216752917752,,,
215,43.297069226592576,,,
216,43.24197092400764,,,
217,43.1868726214227,,,
218,43.131774318837756,,,
219,43.07667601625282,,,
220,43.02157771366788,,,
221,42.96647941108294,,,
222,42.911381108498006,,,
223,42.85628280591306,,,
224,42.80118450332812,,,
225,42.746086200743186,,,
226,42.69098789815824,,,
227,42.6358895955733,,,
228,42.580791292988366,,,
229,42.52569299040343,,,
230,42.47059468781848,,,
231,42.415496385233546,,,
232,42.36039808264861,,,
233,42.30529978006366,,,
234,42.250201477478726,,,
235,42.19510317489379,,,
236,42.14000487230885,,,
237,42.08490656972391,,,
238,42.02980826713897,,,
239,41.97470996455403,,,
240,41.91961166196909,,,
241,41.86451335938415,,,
242,41.80941505679921,,,
243,41.75431675421427,,,
244,41.699218451629335,,,
245,41.6441201490444,,,
246,41.58902184645945,,,
247,41.533923543874515,,,
248,41.47882524128957,,,
249,41.42372693870463,,,
250,41.368628636119695,,,
251,41.31353033353476,,,
252,41.25843203094982,,,
253,41.203333728364875,,,
254,41.14823542577994,,,
255,41.093137123195,,,
256,41.038038820610055,,,
257,40.98294051802512,,,
258,40.92784221544018,,,
259,40.87274391285524,,,
260,40.817645610270304,,,
261,40.76254730768536,,,
262,40.70744900510042,,,
263,40.652350702515484,,,
264,40.59725239993054,,,
265,40.5421540973456,,,
266,40.487055794760664,,,
267,40.43195749217573,,,
268,40.37685918959078,,,
269,40.321760887005844,,,
270,40.26666258442091,,,
271,40.21156428183596,,,
272,40.156465979251024,,,
273,40.10136767666609,,,
274,40.04626937408115,,,
275,39.99117107149621,,,
276,39.93607276891127,,,
277,39.88097446632633,,,
278,39.82587616374139,,,
279,39.770777861156446,,,
280,39.71567955857151,,,
281,39.66058125598657,,,
282,39.60548295340163,,,
283,39.550384650816696,,,
284,39.49528634823175,,,
285,39.44018804564681,,,
286,39.38508974306187,,,
287,39.32999144047693,,,
288,39.27489313789199,,,
289,39.219794835307056,,,
290,39.16469653272212,,,
291,39.10959823013718,,,
292,39.054499927552236,,,
293,38.99940162496729,,,
294,38.94430332238235,,,
295,38.889205019797416,,,
296,38.83410671721248,,,
297,38.77900841462754,,,
298,38.7239101120426,,,
299,38.66881180945766,,,
300,38.61371350687272,,,
301,38.558615204287776,,,
302,38.50351690170284,,,
303,38.4484185991179,,,
304,38.39332029653296,,,
305,38.338221993948025,,,
306,38.28312369136309,,,
307,38.22802538877814,,,
308,38.172927086193205,,,
309,38.11782878360826,,,
310,38.06273048102332,,,
311,38.007632178438385,,,
312,37.95253387585345,,,
313,37.89743557326851,,,
314,37.842337270683565,,,
315,37.78723896809863,,,
316,37.73214066551368,,,
317,37.677042362928745,,,
318,37.62194406034381,,,
319,37.56684575775887,,,
320,37.51174745517393,,,
321,37.456649152588994,,,
322,37.40155085000405,,,
323,37.34645254741911,,,
324,37.29135424483417,,,
325,37.23625594224923,,,
326,37.18115763966429,,,
327,37.126059337079354,,,
328,37.07096103449442,,,
329,37.01586273190948,,,
330,36.960764429324534,,,
331,36.90566612673959,,,
332,36.85056782415465,,,
333,36.795469521569714,,,
334,36.74037121898478,,,
