,pressure,fO2,wS_melt,wH2O_melt,wCO2_melt,XS_melt,phi_H2O,XS_fluid,XH2O_fluid,XCO2_fluid,XSO2_fluid,XH2S_fluid,phi_H2S,phi_SO2,wS_fluid,melt_fraction,vapor_fraction,crystal_fraction,DS_bulk,kd_combined_wt,kd_combined_molar,kd_RxnI,kd_RxnIa,kd_RxnII,SO2/ST,S6+/ST,water_fugacity,SO2_fugacity,H2S_fugacity,electron_balance,sulfate_m,sulfide_m,SO2_f,H2S_f,ferric,ferrous,ferric_ratio,FeOT,Fe_cr,ferric_cr,ferrous_cr,FMQ,SCSS,SCAS,fH2,accXS_fluid,accXH2O_fluid,accXCO2_fluid,accXSO2_fluid,accXH2S_fluid,accmelt_fraction,accvapor_fraction,acccrystal_fraction,accCO2_S,d34s_melt,d34s_fluid,accd34s_fluid,alpha,SCSS_S6+,sulfide_frac,dFMQ
0,562.3883736,-6.814720893,2490,0.66,5800,0.004060721,1.218927114,0,0.020565788,0.979434212,0,0,3.593373008,3.633716084,0,1,0,0,0,0,0,0,0,0,0,0.99576686,140.9806246,0,0,0.055998278,0,0,0,0,0.023076136,0.055735299,0.292801875,5.662128713,0,0,0,-8.464720893,1058.083732,4144.556203,0.234527015,0,0,0,0,0,0,0,0,0,1,0,0,0,4162.175276,0,1.65
1,561.9201598,-6.727916249,2345.670139,0.659827637,4807.461048,0.003829835,1.218469816,0.177274633,0.020570229,0.812744727,0.177274633,0,3.588940013,3.62943082,11.97073974,0.998692937,0.001307063,0,48.07525999,48.07525999,43.65595424,0.228490554,0,43.6944579,1,0.999114165,140.8408133,3615.428116,0,0.055998278,0.007299326,6.47E-06,0.000487962,0,0.023692975,0.055015448,0.3010221,5.662128713,0,0,0,-8.465082791,915.1535132,4144.451148,0.212011612,0.177274633,0.020570229,0.812744727,0.177274633,0,0.998692937,0.001307063,0,4.584664559,1.064754216,-0.052395048,-0.052395048,-1.117149264,4148.125702,0,1.737166542
2,561.451946,-6.726398913,2342.494055,0.659825259,4799.054353,0.003824708,1.218012914,0.166913629,0.020585234,0.812409443,0.166567043,0.000346587,3.58451225,3.625150716,11.4367993,0.99868146,0.00131854,0,48.75706565,48.75706565,43.58245488,0.228768483,0,43.62062011,0.997923558,0.999120452,140.7733021,3390.218843,6.975162616,0.055998278,0.007289405,6.42E-06,0.000469314,9.77E-07,0.02370742,0.055000099,0.301209084,5.662128713,0,0,0,-8.465444689,915.3943418,4144.449699,0.211540123,0.166913629,0.020585234,0.812409443,0.166567043,0.000346587,0.99868146,0.00131854,0,4.867244502,1.099425049,-0.578936949,-0.578936949,-1.678361998,4148.098152,0,1.739045776
3,560.9837321,-6.726929747,2342.137954,0.659823904,4796.032065,0.003824143,1.217556409,0.166801037,0.020599785,0.812896937,0.166454205,0.000346832,3.580089715,3.620875767,11.42554352,0.998678575,0.001321425,0,48.77512279,48.77512279,43.61144042,0.229041665,0,43.64972932,0.997920685,0.999118188,140.7025777,3381.105029,6.965676043,0.055998278,0.007288259,6.43E-06,0.000469877,9.79E-07,0.023706758,0.055000534,0.301201543,5.662128713,0,0,0,-8.465806587,915.4689361,4144.448873,0.211563102,0.166801037,0.020599785,0.812896937,0.166454205,0.000346832,0.998678575,0.001321425,0,4.873452547,1.116327993,-0.84263788,-0.84263788,-1.958965873,4148.106724,0,1.73887684
4,560.5155183,-6.726564141,2341.24216,0.659822024,4789.549267,0.003822716,1.2171003,0.166715917,0.020614327,0.812796935,0.166369854,0.000346063,3.575672401,3.616605967,11.42204656,0.998669852,0.001330148,0,48.76760799,48.76760799,43.59562772,0.229314998,0,43.63383783,0.997924234,0.999119674,140.6316818,3372.589404,6.93586753,0.055998278,0.007285419,6.42E-06,0.000472836,9.84E-07,0.02371266,0.054993944,0.301279165,5.662128713,0,0,0,-8.466168485,915.6163565,4144.447727,0.211367514,0.166715917,0.020614327,0.812796935,0.166369854,0.000346063,0.998669852,0.001330148,0,4.875340927,1.125414649,-0.9738527,-0.9738527,-2.099267348,4148.099405,0,1.739604344
5,560.0473045,-6.726516623,2340.543908,0.659820317,4784.28996,0.003821604,1.216644588,0.166654172,0.020628905,0.812904262,0.166308448,0.000345724,3.571260302,3.612341309,11.41756143,0.998663196,0.001336804,0,48.76711013,48.76711013,43.5957517,0.229589012,0,43.63395535,0.997925503,0.99911982,140.5609288,3364.556305,6.914731013,0.055998278,0.007283199,6.42E-06,0.000475016,9.87E-07,0.023716233,0.054989846,0.301326576,5.662128713,0,0,0,-8.466530383,915.7379687,4144.446687,0.211249616,0.166654172,0.020628905,0.812904262,0.166308448,0.000345724,0.998663196,0.001336804,0,4.877791251,1.130213883,-1.039202996,-1.039202996,-2.169416878,4148.097759,0,1.74001376
6,559.5790907,-6.726356466,2339.776437,0.659818536,4778.597682,0.003820382,1.216189272,0.166584779,0.020643503,0.812937407,0.166239544,0.000345234,3.566853413,3.608081787,11.41346685,0.998655807,0.001344193,0,48.76416465,48.76416465,43.59027322,0.229863515,0,43.62844488,0.997927575,0.99912044,140.4902037,3356.388243,6.890660745,0.055998278,0.007280761,6.41E-06,0.000477471,9.92E-07,0.023720632,0.054984864,0.301384698,5.662128713,0,0,0,-8.466892281,915.8687644,4144.445601,0.211104395,0.166584779,0.020643503,0.812937407,0.166239544,0.000345234,0.998655807,0.001344193,0,4.880022136,1.132998574,-1.071492129,-1.071492129,-2.204490703,4148.094099,0,1.740535816
7,559.1108768,-6.72623733,2339.034471,0.659816769,4773.061258,0.003819201,1.215734353,0.166518525,0.020658127,0.812996561,0.166173724,0.000344801,3.562451728,3.603827395,11.40925918,0.998648684,0.001351316,0,48.76217658,48.76217658,43.58687547,0.230138577,0,43.62502449,0.997929352,0.999120887,140.4195476,3348.299326,6.867770551,0.055998278,0.007278404,6.40E-06,0.000479825,9.96E-07,0.023724732,0.054980204,0.30143893,5.662128713,0,0,0,-8.467254179,915.9962554,4144.444524,0.210969286,0.166518525,0.020658127,0.812996561,0.166173724,0.000344801,0.998648684,0.001351316,0,4.882319014,1.134718641,-1.087307938,-1.087307938,-2.22202658,4148.091165,0,1.741016849
8,558.642663,-6.726104342,2338.284305,0.659814984,4767.47115,0.003818006,1.215279831,0.166451525,0.020672774,0.813046025,0.166107174,0.000344351,3.558055242,3.599578126,11.40511544,0.998641469,0.001358531,0,48.75992885,48.75992885,43.58281492,0.230414175,0,43.62093818,0.997931226,0.999121392,140.3489457,3340.212472,6.844594089,0.055998278,0.007276021,6.40E-06,0.000482213,1.00E-06,0.023728933,0.054975434,0.301494487,5.662128713,0,0,0,-8.467616077,916.124903,4144.443436,0.21083093,0.166451525,0.020672774,0.813046025,0.166107174,0.000344351,0.998641469,0.001358531,0,4.884581418,1.135922245,-1.094871273,-1.094871273,-2.230793518,4148.087979,0,1.741511735
9,558.1744492,-6.725977118,2337.537939,0.659813192,4761.90203,0.003816818,1.214825705,0.166385176,0.020687447,0.813098535,0.166041268,0.000343909,3.553663949,3.595333975,11.40097318,0.998634291,0.001365709,0,48.75785701,48.75785701,43.57907226,0.23069032,0,43.61717111,0.997933056,0.999121873,140.2784032,3332.155279,6.821653539,0.055998278,0.007273649,6.39E-06,0.000484585,1.00E-06,0.023733092,0.054970709,0.301549504,5.662128713,0,0,0,-8.467977976,916.2531118,4144.442345,0.210694099,0.166385176,0.020687447,0.813098535,0.166041268,0.000343909,0.998634291,0.001365709,0,4.886844805,1.136859251,-1.098316725,-1.098316725,-2.235175977,4148.084891,0,1.742000858
10,557.7062354,-6.725848631,2336.79109,0.659811391,4756.327272,0.003815629,1.214371976,0.166318975,0.020702143,0.813149543,0.165975508,0.000343466,3.549277842,3.591094934,11.39685436,0.998627103,0.001372897,0,48.75580487,48.75580487,43.57529634,0.230967009,0,43.61337053,0.997934893,0.999122359,140.2079184,3324.117703,6.798761685,0.055998278,0.007271277,6.39E-06,0.000486961,1.01E-06,0.023737262,0.054965973,0.30160465,5.662128713,0,0,0,-8.468339874,916.3814533,4144.441246,0.210557083,0.166318975,0.020702143,0.813149543,0.165975508,0.000343466,0.998627103,0.001372897,0,4.889096662,1.137664433,-1.099701767,-1.099701767,-2.2373662,4148.081774,0,1.742491242
11,557.2380215,-6.725721397,2336.045283,0.65980958,4750.7564,0.003814441,1.213918643,0.1662531,0.020716864,0.813200677,0.165910074,0.000343027,3.544896918,3.586860999,11.39275117,0.998619922,0.001380078,0,48.75382835,48.75382835,43.57161286,0.231244246,0,43.6096627,0.997936719,0.999122839,140.1374917,3316.103252,6.775984698,0.055998278,0.007268907,6.38E-06,0.000489332,1.01E-06,0.023741422,0.054961247,0.301659684,5.662128713,0,0,0,-8.468701772,916.5097228,4144.440142,0.210420495,0.1662531,0.020716864,0.813200677,0.165910074,0.000343027,0.998619922,0.001380078,0,4.891341424,1.138402218,-1.100058087,-1.100058087,-2.238460305,4148.078674,0,1.742980375
12,556.7698077,-6.725594509,2335.299968,0.659807759,4745.186021,0.003813255,1.213465707,0.166187488,0.02073161,0.813251355,0.165844899,0.000342589,3.540521168,3.582632161,11.38866629,0.998612743,0.001387257,0,48.75190724,48.75190724,43.56797658,0.231522031,0,43.6060022,0.997938541,0.999123318,140.0671231,3308.110551,6.753298142,0.055998278,0.007266539,6.38E-06,0.000491703,1.02E-06,0.023745581,0.054956522,0.301714694,5.662128713,0,0,0,-8.46906367,916.6379941,4144.439033,0.210284113,0.166187488,0.02073161,0.813251355,0.165844899,0.000342589,0.998612743,0.001387257,0,4.893577532,1.139106166,-1.099900186,-1.099900186,-2.239006352,4148.075575,0,1.743469161
13,556.3015939,-6.725468289,2334.555339,0.659805929,4739.617362,0.003812069,1.213013167,0.166122159,0.02074638,0.813301786,0.165780006,0.000342153,3.536150589,3.578408417,11.38459872,0.998605566,0.001394434,0,48.75004872,48.75004872,43.56440363,0.231800367,0,43.60240521,0.997940356,0.999123794,139.9968124,3300.139987,6.730710026,0.055998278,0.007264174,6.37E-06,0.00049407,1.02E-06,0.023749735,0.054951802,0.301769649,5.662128713,0,0,0,-8.469425568,916.766241,4144.437917,0.210148014,0.166122159,0.02074638,0.813301786,0.165780006,0.000342153,0.998605566,0.001394434,0,4.895805546,1.139792718,-1.099485654,-1.099485654,-2.239278372,4148.072483,0,1.743957278
14,555.8333801,-6.725342619,2333.811321,0.659804089,4734.049997,0.003810884,1.212561024,0.166057105,0.020761175,0.813351897,0.165715386,0.000341718,3.531785175,3.574189758,11.38054875,0.998598393,0.001401607,0,48.74825008,48.74825008,43.56088807,0.232079254,0,43.59886577,0.997942164,0.999124268,139.9265597,3292.191311,6.708216733,0.055998278,0.00726181,6.36E-06,0.000496436,1.02E-06,0.023753886,0.054947086,0.301824559,5.662128713,0,0,0,-8.469787466,916.894473,4144.436796,0.210012171,0.166057105,0.020761175,0.813351897,0.165715386,0.000341718,0.998598393,0.001401607,0,4.898025279,1.140470288,-1.09894309,-1.09894309,-2.239413379,4148.069395,0,1.744444847
15,555.3651663,-6.725217536,2333.067937,0.65980224,4728.48409,0.0038097,1.212109277,0.165992328,0.020775995,0.813401714,0.165651042,0.000341286,3.527424919,3.56997618,11.3765162,0.998591222,0.001408778,0,48.74651218,48.74651218,43.55743192,0.232358694,0,43.5953859,0.997943967,0.999124739,139.856365,3284.264505,6.685818825,0.055998278,0.007259448,6.36E-06,0.0004988,1.03E-06,0.023758033,0.054942374,0.301879422,5.662128713,0,0,0,-8.470149364,917.0226869,4144.435669,0.209876592,0.165992328,0.020775995,0.813401714,0.165651042,0.000341286,0.998591222,0.001408778,0,4.900236808,1.141143051,-1.098336828,-1.098336828,-2.239479879,4148.066312,0,1.744931828
16,554.8969524,-6.725093024,2332.325175,0.659800382,4722.919596,0.003808518,1.211657928,0.165927826,0.020790839,0.81345123,0.165586971,0.000340855,3.523069816,3.565767675,11.37250107,0.998584053,0.001415947,0,48.74483462,48.74483462,43.55403431,0.232638689,0,43.59196475,0.997945763,0.999125207,139.7862283,3276.359467,6.663515367,0.055998278,0.007257088,6.35E-06,0.000501162,1.03E-06,0.023762177,0.054937665,0.301934239,5.662128713,0,0,0,-8.470511262,917.1508842,4144.434536,0.209741272,0.165927826,0.020790839,0.81345123,0.165586971,0.000340855,0.998584053,0.001415947,0,4.902440114,1.141813126,-1.097699002,-1.097699002,-2.239512129,4148.063233,0,1.745418238
17,554.4287386,-6.724969085,2331.583034,0.659798513,4717.356544,0.003807336,1.211206974,0.165863599,0.020805709,0.813500447,0.165523172,0.000340426,3.51871986,3.561564238,11.36850331,0.998576888,0.001423112,0,48.74321743,48.74321743,43.55069543,0.232919239,0,43.58860248,0.997947553,0.999125673,139.7161494,3268.476127,6.641305968,0.055998278,0.00725473,6.35E-06,0.000503523,1.04E-06,0.023766317,0.05493296,0.301989009,5.662128713,0,0,0,-8.47087316,917.2790646,4144.433398,0.209606212,0.165863599,0.020805709,0.813500447,0.165523172,0.000340426,0.998576888,0.001423112,0,4.904635214,1.142481571,-1.097045682,-1.097045682,-2.239527253,4148.060159,0,1.745904075
18,553.9605248,-6.724845714,2330.841512,0.659796636,4711.794935,0.003806155,1.210756418,0.165799645,0.020820603,0.813549367,0.165459646,0.000339999,3.514375047,3.557365863,11.36452287,0.998569725,0.001430275,0,48.74166048,48.74166048,43.54741508,0.233200348,0,43.58529891,0.997949337,0.999126136,139.6461284,3260.614403,6.619190045,0.055998278,0.007252374,6.34E-06,0.000505881,1.04E-06,0.023770453,0.05492826,0.302043733,5.662128713,0,0,0,-8.471235058,917.4072284,4144.432253,0.20947141,0.165799645,0.020820603,0.813549367,0.165459646,0.000339999,0.998569725,0.001430275,0,4.906822113,1.143148922,-1.096384893,-1.096384893,-2.239533815,4148.05709,0,1.746389344
19,553.492311,-6.724722911,2330.100605,0.659794748,4706.234782,0.003804976,1.210306258,0.165735965,0.020835522,0.813597989,0.165396391,0.000339574,3.510035369,3.553172543,11.36055969,0.998562565,0.001437435,0,48.74016373,48.74016373,43.54419322,0.233482016,0,43.58205399,0.997951115,0.999126597,139.5761654,3252.774217,6.597167092,0.055998278,0.00725002,6.34E-06,0.000508237,1.04E-06,0.023774586,0.054923563,0.302098412,5.662128713,0,0,0,-8.471596956,917.5353757,4144.431103,0.209336865,0.165735965,0.020835522,0.813597989,0.165396391,0.000339574,0.998562565,0.001437435,0,4.909000818,1.143815449,-1.095720649,-1.095720649,-2.239536098,4148.054025,0,1.746874045
20,553.0240971,-6.724600671,2329.360309,0.659792851,4700.676092,0.003803797,1.209856495,0.165672557,0.020850467,0.813646314,0.165333407,0.000339151,3.505700822,3.548984272,11.35661374,0.998555408,0.001444592,0,48.73872708,48.73872708,43.54102973,0.233764244,0,43.57886759,0.997952887,0.999127056,139.5062601,3244.955493,6.575236577,0.055998278,0.007247668,6.33E-06,0.000510591,1.05E-06,0.023778715,0.05491887,0.302153045,5.662128713,0,0,0,-8.471958854,917.6635068,4144.429946,0.209202577,0.165672557,0.020850467,0.813646314,0.165333407,0.000339151,0.998555408,0.001444592,0,4.911171337,1.144481289,-1.095054952,-1.095054952,-2.239536241,4148.050965,0,1.747358183
21,552.5558833,-6.724478992,2328.620623,0.659790944,4695.118875,0.003802619,1.209407128,0.165609421,0.020865436,0.813694344,0.165270692,0.000338729,3.5013714,3.544801044,11.35268498,0.998548253,0.001451747,0,48.73735047,48.73735047,43.53792452,0.234047035,0,43.57573965,0.997954652,0.999127511,139.4364127,3237.158153,6.553397985,0.055998278,0.007245318,6.33E-06,0.000512943,1.05E-06,0.02378284,0.05491418,0.302207632,5.662128713,0,0,0,-8.472320752,917.7916217,4144.428784,0.209068545,0.165609421,0.020865436,0.813694344,0.165270692,0.000338729,0.998548253,0.001451747,0,4.913333676,1.145146512,-1.094388804,-1.094388804,-2.239535316,4148.047909,0,1.74784176
22,552.0876695,-6.724357872,2327.881542,0.659789028,4689.56314,0.003801442,1.208958158,0.165546555,0.020880431,0.813742078,0.165208246,0.000338309,3.497047098,3.540622854,11.34877334,0.998541101,0.001458899,0,48.73603381,48.73603381,43.53487751,0.234330389,0,43.57267006,0.997956412,0.999127965,139.3666232,3229.382119,6.531650797,0.055998278,0.00724297,6.32E-06,0.000515293,1.06E-06,0.023786962,0.054909495,0.302262175,5.662128713,0,0,0,-8.47268265,917.9197207,4144.427616,0.208934767,0.165546555,0.020880431,0.813742078,0.165208246,0.000338309,0.998541101,0.001458899,0,4.915487844,1.145811155,-1.093722703,-1.093722703,-2.239533858,4148.044857,0,1.748324778
23,551.6194557,-6.724237308,2327.143065,0.659787102,4684.008895,0.003800266,1.208509585,0.165483959,0.020895451,0.813789518,0.165146068,0.000337891,3.492727909,3.536449694,11.34487879,0.998533952,0.001466048,0,48.73477703,48.73477703,43.53188861,0.234614308,0,43.56965874,0.997958166,0.999128416,139.2968914,3221.627315,6.509994502,0.055998278,0.007240624,6.32E-06,0.000517642,1.06E-06,0.023791081,0.054904813,0.302316673,5.662128713,0,0,0,-8.473044548,918.0478039,4144.426442,0.208801242,0.165483959,0.020895451,0.813789518,0.165146068,0.000337891,0.998533952,0.001466048,0,4.917633847,1.146475237,-1.093056897,-1.093056897,-2.239532134,4148.041809,0,1.74880724
24,551.1512418,-6.724117297,2326.405187,0.659785166,4678.45615,0.003799091,1.208061408,0.165421632,0.020910496,0.813836665,0.165084158,0.000337474,3.488413828,3.532281558,11.34100129,0.998526805,0.001473195,0,48.73358006,48.73358006,43.52895773,0.234898795,0,43.5667056,0.997959914,0.999128865,139.2272174,3213.893665,6.488428592,0.055998278,0.007238279,6.31E-06,0.000519988,1.06E-06,0.023795196,0.054900135,0.302371126,5.662128713,0,0,0,-8.473406446,918.1758716,4144.425263,0.20866797,0.165421632,0.020910496,0.813836665,0.165084158,0.000337474,0.998526805,0.001473195,0,4.919771692,1.14713877,-1.092391508,-1.092391508,-2.239530278,4148.038766,0,1.749289149
25,550.683028,-6.723997838,2325.667906,0.659783221,4672.904913,0.003797917,1.207613628,0.165359574,0.020925567,0.813883518,0.165022515,0.00033706,3.484104849,3.528118442,11.33714078,0.998519662,0.001480338,0,48.73244283,48.73244283,43.52608477,0.23518385,0,43.56381054,0.997961656,0.999129311,139.1576011,3206.181092,6.46695256,0.055998278,0.007235937,6.31E-06,0.000522333,1.07E-06,0.023799307,0.05489546,0.302425534,5.662128713,0,0,0,-8.473768344,918.3039238,4144.424077,0.208534949,0.165359574,0.020925567,0.813883518,0.165022515,0.00033706,0.998519662,0.001480338,0,4.921901386,1.147801761,-1.091726596,-1.091726596,-2.239528357,4148.035727,0,1.749770507
26,550.2148142,-6.723878926,2324.931219,0.659781266,4667.355194,0.003796744,1.207166245,0.165297784,0.020940663,0.813930078,0.164961137,0.000336647,3.479800968,3.523960338,11.33329722,0.998512521,0.001487479,0,48.73136526,48.73136526,43.52326966,0.235469475,0,43.56097348,0.997963392,0.999129755,139.0880426,3198.489522,6.445565906,0.055998278,0.007233596,6.30E-06,0.000524675,1.07E-06,0.023803415,0.054890789,0.302479899,5.662128713,0,0,0,-8.474130242,918.4319608,4144.422885,0.20840218,0.165297784,0.020940663,0.813930078,0.164961137,0.000336647,0.998512521,0.001487479,0,4.924022938,1.148464214,-1.09106219,-1.09106219,-2.239526404,4148.032691,0,1.750251316
27,549.7466004,-6.72376056,2324.195123,0.659779301,4661.807,0.003795572,1.206719259,0.16523626,0.020955785,0.813976348,0.164900025,0.000336235,3.475502178,3.51980724,11.32947057,0.998505382,0.001494618,0,48.73034728,48.73034728,43.5205123,0.235755671,0,43.55819433,0.997965123,0.999130196,139.0185417,3190.818879,6.42426813,0.055998278,0.007231258,6.30E-06,0.000527016,1.07E-06,0.023807519,0.054886122,0.30253422,5.662128713,0,0,0,-8.47449214,918.5599827,4144.421688,0.20826966,0.16523626,0.020955785,0.813976348,0.164900025,0.000336235,0.998505382,0.001494618,0,4.926136353,1.149126134,-1.090398303,-1.090398303,-2.239524437,4148.02966,0,1.75073158
28,549.2783866,-6.723642738,2323.459615,0.659777326,4656.26034,0.003794401,1.206272669,0.165175003,0.020970932,0.814022326,0.164839177,0.000335826,3.471208473,3.515659142,11.32566079,0.998498247,0.001501753,0,48.72938882,48.72938882,43.51781262,0.236042441,0,43.55547301,0.997966847,0.999130635,138.9490986,3183.169088,6.403058738,0.055998278,0.007228921,6.29E-06,0.000529355,1.08E-06,0.023811621,0.054881459,0.302588497,5.662128713,0,0,0,-8.474854038,918.6879897,4144.420484,0.208137389,0.165175003,0.020970932,0.814022326,0.164839177,0.000335826,0.998498247,0.001501753,0,4.928241639,1.149787523,-1.089734939,-1.089734939,-2.239522463,4148.026633,0,1.751211301
29,548.8101727,-6.723525456,2322.724692,0.659775342,4650.715224,0.003793231,1.205826477,0.165114011,0.020986105,0.814068013,0.164778592,0.000335418,3.466919849,3.511516039,11.32186782,0.998491114,0.001508886,0,48.72848981,48.72848981,43.51517051,0.236329785,0,43.55280942,0.997968566,0.999131072,138.8797131,3175.540075,6.381937239,0.055998278,0.007226586,6.28E-06,0.000531692,1.08E-06,0.023815718,0.054876799,0.30264273,5.662128713,0,0,0,-8.475215936,918.815982,4144.419274,0.208005365,0.165114011,0.020986105,0.814068013,0.164778592,0.000335418,0.998491114,0.001508886,0,4.930338804,1.150448385,-1.089072101,-1.089072101,-2.239520486,4148.023609,0,1.751690481
30,548.3419589,-6.723408712,2321.990351,0.659773347,4645.171659,0.003792062,1.20538068,0.165053283,0.021001304,0.814113411,0.164718271,0.000335012,3.462636299,3.507377924,11.31809163,0.998483984,0.001516016,0,48.72765018,48.72765018,43.51258591,0.236617706,0,43.55020349,0.997970279,0.999131506,138.8103853,3167.931766,6.360903143,0.055998278,0.007224253,6.28E-06,0.000534027,1.09E-06,0.023819813,0.054872143,0.30269692,5.662128713,0,0,0,-8.475577835,918.9439597,4144.418059,0.207873589,0.165053283,0.021001304,0.814113411,0.164718271,0.000335012,0.998483984,0.001516016,0,4.932427853,1.151108722,-1.088409787,-1.088409787,-2.239518509,4148.020589,0,1.752169123
31,547.8737451,-6.723292503,2321.256589,0.659771343,4639.629654,0.003790893,1.204935281,0.16499282,0.021016528,0.81415852,0.164658212,0.000334608,3.458357819,3.503244791,11.31433217,0.998476857,0.001523143,0,48.72686986,48.72686986,43.51005873,0.236906204,0,43.54765514,0.997971987,0.999131938,138.7411151,3160.344086,6.339955967,0.055998278,0.007221921,6.27E-06,0.00053636,1.09E-06,0.023823903,0.05486749,0.302751067,5.662128713,0,0,0,-8.475939733,919.071923,4144.416837,0.207742059,0.16499282,0.021016528,0.81415852,0.164658212,0.000334608,0.998476857,0.001523143,0,4.934508795,1.151768538,-1.087747996,-1.087747996,-2.239516533,4148.017573,0,1.752647229
32,547.4055313,-6.723176828,2320.523403,0.659769329,4634.089218,0.003789726,1.204490279,0.16493262,0.021031778,0.814203341,0.164598415,0.000334205,3.454084401,3.499116634,11.31058939,0.998469732,0.001530268,0,48.72614879,48.72614879,43.50758888,0.237195282,0,43.54516426,0.997973688,0.999132368,138.6719025,3152.776962,6.319095229,0.055998278,0.007219592,6.27E-06,0.000538692,1.09E-06,0.023827991,0.054862841,0.302805172,5.662128713,0,0,0,-8.476301631,919.1998721,4144.41561,0.207610774,0.16493262,0.021031778,0.814203341,0.164598415,0.000334205,0.998469732,0.001530268,0,4.936581636,1.152427834,-1.087086725,-1.087086725,-2.239514559,4148.01456,0,1.753124803
33,546.9373174,-6.723061682,2319.79079,0.659767305,4628.550359,0.003788559,1.204045673,0.164872682,0.021047054,0.814247874,0.164538878,0.000333804,3.449816042,3.494993448,11.30686326,0.998462611,0.001537389,0,48.72548689,48.72548689,43.50517628,0.237484941,0,43.54273079,0.997975385,0.999132795,138.6027475,3145.230322,6.298320451,0.055998278,0.007217264,6.26E-06,0.000541022,1.10E-06,0.023832075,0.054858196,0.302859234,5.662128713,0,0,0,-8.476663529,919.3278072,4144.414376,0.207479732,0.164872682,0.021047054,0.814247874,0.164538878,0.000333804,0.998462611,0.001537389,0,4.938646383,1.153086614,-1.086425972,-1.086425972,-2.239512586,4148.011551,0,1.753601846
34,546.4691036,-6.722947065,2319.058748,0.659765272,4623.013085,0.003787393,1.203601464,0.164813006,0.021062356,0.81429212,0.164479602,0.000333404,3.445552735,3.490875225,11.30315374,0.998455492,0.001544508,0,48.7248841,48.7248841,43.50282085,0.237775183,0,43.54035464,0.997977075,0.99913322,138.53365,3137.704091,6.277631158,0.055998278,0.007214938,6.26E-06,0.000543349,1.10E-06,0.023836156,0.054853554,0.302913253,5.662128713,0,0,0,-8.477025427,919.4557284,4144.413137,0.207348935,0.164813006,0.021062356,0.81429212,0.164479602,0.000333404,0.998455492,0.001544508,0,4.940703043,1.153744879,-1.085765735,-1.085765735,-2.239510614,4148.008546,0,1.754078362
35,546.0008898,-6.722832973,2318.327272,0.659763228,4617.477405,0.003786229,1.203157652,0.164753591,0.021077684,0.814336079,0.164420584,0.000333007,3.441294475,3.48676196,11.29946077,0.998448375,0.001551625,0,48.72434035,48.72434035,43.50052251,0.238066009,0,43.53803573,0.99797876,0.999133643,138.4646101,3130.198199,6.257026877,0.055998278,0.007212614,6.25E-06,0.000545675,1.11E-06,0.023840234,0.054848915,0.302967231,5.662128713,0,0,0,-8.477387325,919.5836358,4144.411891,0.207218379,0.164753591,0.021077684,0.814336079,0.164420584,0.000333007,0.998448375,0.001551625,0,4.942751623,1.154402634,-1.085106011,-1.085106011,-2.239508645,4148.005544,0,1.754554352
36,545.532676,-6.722719404,2317.596361,0.659761174,4611.943326,0.003785065,1.202714237,0.164694436,0.021093039,0.814379753,0.164361826,0.00033261,3.437041256,3.482653647,11.29578432,0.998441262,0.001558738,0,48.72385557,48.72385557,43.49828118,0.238357421,0,43.53577398,0.997980439,0.999134064,138.3956278,3122.712572,6.236507142,0.055998278,0.007210292,6.25E-06,0.000548,1.11E-06,0.023844308,0.054844281,0.303021166,5.662128713,0,0,0,-8.477749223,919.7115298,4144.410639,0.207088065,0.164694436,0.021093039,0.814379753,0.164361826,0.00033261,0.998441262,0.001558738,0,4.944792131,1.155059879,-1.084446798,-1.084446798,-2.239506677,4148.002545,0,1.755029819
37,545.0644622,-6.722606355,2316.866012,0.659759111,4606.410858,0.003783902,1.202271219,0.164635541,0.021108419,0.814423142,0.164303325,0.000332216,3.432793073,3.478550279,11.29212434,0.998434151,0.001565849,0,48.72342971,48.72342971,43.49609678,0.23864942,0,43.5335693,0.997982113,0.999134482,138.3267029,3115.247139,6.216071485,0.055998278,0.007207971,6.24E-06,0.000550322,1.11E-06,0.023848379,0.054839649,0.30307506,5.662128713,0,0,0,-8.478111121,919.8394103,4144.409382,0.206957992,0.164635541,0.021108419,0.814423142,0.164303325,0.000332216,0.998434151,0.001565849,0,4.946824573,1.155716619,-1.083788092,-1.083788092,-2.239504711,4147.999549,0,1.755504766
38,544.5962483,-6.722493824,2316.136221,0.659757037,4600.880007,0.00378274,1.201828598,0.164576905,0.021123826,0.814466246,0.164245082,0.000331823,3.42854992,3.474451852,11.2884808,0.998427044,0.001572956,0,48.7230627,48.7230627,43.49396923,0.238942009,0,43.53142163,0.997983781,0.999134898,138.2578355,3107.801829,6.195719446,0.055998278,0.007205653,6.24E-06,0.000552643,1.12E-06,0.023852446,0.054835021,0.303128912,5.662128713,0,0,0,-8.478473019,919.9672776,4144.408118,0.206828158,0.164576905,0.021123826,0.814466246,0.164245082,0.000331823,0.998427044,0.001572956,0,4.948848955,1.156372856,-1.083129891,-1.083129891,-2.239502747,4147.996557,0,1.755979195
