,pressure,mean,std,variance
288,252.98563409720828,,,
289,252.17539090075422,,,
290,251.36514770430017,,,
291,250.55490450784612,,,
292,249.7446613113921,,,
293,248.93441811493804,,,
294,248.124174918484,,,
295,247.31393172202993,,,
296,246.5036885255759,,,
297,245.69344532912186,,,
298,244.8832021326678,,,
299,244.07295893621375,,,
300,243.26271573975973,,,
301,242.45247254330567,,,
302,241.64222934685162,,,
303,240.83198615039757,,,
304,240.02174295394354,,,
305,239.2114997574895,,,
306,238.40125656103544,,,
307,237.59101336458139,,,
308,236.78077016812736,,,
309,235.9705269716733,,,
310,235.16028377521926,,,
311,234.3500405787652,,,
312,233.53979738231118,,,
313,232.72955418585713,,,
314,231.91931098940307,,,
315,231.10906779294902,,,
316,230.29882459649497,,,
317,229.4885814000409,,,
318,228.67833820358692,,,
319,227.86809500713287,,,
320,227.0578518106788,,,
321,226.24760861422476,,,
322,225.4373654177707,,,
323,224.62712222131665,,,
324,223.8168790248626,,,
325,223.00663582840855,,,
326,222.1963926319545,,,
327,221.3861494355005,,,
328,220.57590623904645,,,
329,219.7656630425924,,,
330,218.95541984613834,,,
331,218.1451766496843,,,
332,217.33493345323024,,,
333,216.52469025677618,,,
334,215.71444706032213,,,
335,214.90420386386813,,,
336,214.09396066741408,,,
337,213.28371747096003,,,
338,212.47347427450597,,,
339,211.66323107805192,,,
340,210.85298788159787,,,
341,210.04274468514382,,,
342,209.23250148868976,,,
343,208.42225829223577,,,
344,207.61201509578171,,,
345,206.80177189932766,,,
346,205.9915287028736,,,
347,205.18128550641956,,,
348,204.3710423099655,,,
349,203.56079911351145,,,
350,202.7505559170574,,,
351,201.9403127206034,,,
352,201.13006952414935,,,
353,200.3198263276953,,,
354,199.50958313124124,,,
355,198.6993399347872,,,
356,197.88909673833314,,,
357,197.07885354187908,,,
358,196.26861034542503,,,
359,195.45836714897098,,,
360,194.64812395251698,,,
361,193.83788075606293,,,
362,193.02763755960888,,,
363,192.21739436315482,,,
364,191.40715116670077,,,
365,190.59690797024672,,,
366,189.78666477379267,,,
367,188.9764215773386,,,
368,188.16617838088462,,,
369,187.35593518443056,,,
370,186.5456919879765,,,
371,185.73544879152246,,,
372,184.9252055950684,,,
373,184.11496239861435,,,
374,183.3047192021603,,,
375,182.49447600570625,,,
376,181.68423280925225,,,
377,180.8739896127982,,,
378,180.06374641634415,,,
379,179.2535032198901,,,
380,178.44326002343604,,,
381,177.633016826982,,,
382,176.82277363052793,,,
383,176.01253043407388,,,
384,175.20228723761983,,,
385,174.39204404116583,,,
386,173.58180084471178,,,
387,172.77155764825773,,,
388,171.96131445180367,,,
389,171.15107125534962,,,
390,170.34082805889557,,,
391,169.53058486244151,,,
392,168.72034166598746,,,
393,167.91009846953347,,,
394,167.0998552730794,,,
395,166.28961207662536,,,
396,165.4793688801713,,,
397,164.66912568371725,,,
398,163.8588824872632,,,
399,163.04863929080915,,,
400,162.2383960943551,,,
401,161.4281528979011,,,
402,160.61790970144705,,,
403,159.807666504993,,,
404,158.99742330853894,,,
405,158.1871801120849,,,
406,157.37693691563084,,,
407,156.56669371917678,,,
408,155.75645052272273,,,
409,154.94620732626873,,,
410,154.13596412981468,,,
411,153.32572093336063,,,
412,152.51547773690658,,,
413,151.70523454045252,,,
414,150.89499134399847,,,
415,150.08474814754442,,,
416,149.27450495109036,,,
417,148.4642617546363,,,
418,147.65401855818232,,,
419,146.84377536172826,,,
420,146.0335321652742,,,
421,145.22328896882016,,,
422,144.4130457723661,,,
423,143.60280257591205,,,
424,142.792559379458,,,
425,141.98231618300395,,,
426,141.17207298654995,,,
427,140.3618297900959,,,
428,139.55158659364184,,,
429,138.7413433971878,,,
430,137.93110020073374,,,
431,137.12085700427969,,,
432,136.31061380782563,,,
433,135.50037061137158,,,
434,134.69012741491758,,,
435,133.87988421846353,,,
436,133.06964102200948,,,
437,132.25939782555542,,,
438,131.44915462910137,,,
439,130.63891143264732,,,
440,129.82866823619327,,,
441,129.0184250397392,,,
442,128.20818184328522,,,
443,127.39793864683116,,,
444,126.58769545037711,,,
445,125.77745225392306,,,
446,124.967209057469,,,
447,124.15696586101495,,,
448,123.3467226645609,,,
449,122.53647946810685,,,
450,121.7262362716528,,,
451,120.9159930751988,,,
452,120.10574987874475,,,
